,stock_id,date,證券名稱,處置條件,處置措施,處置內容,處置開始時間,處置結束時間,分時交易,key_date
4044,5475,2021-06-04,德宏,因連續3個營業日達本中心作業要點第四條第一項第一款,第二次處置,最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自110年06月07日起10個營業日(110年06月07日至110年06月21日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2021-06-07,2021-06-21,20.0,2023-12-01 10:33:19.063937
4045,5475,2021-07-30,德宏,最近10個營業日內有6個營業日,第一次處置,因最近10個營業日內有6個營業日經本中心公布注意交易資訊，爰自110年08月02日起10個營業日(110年08月02日至110年08月13日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2021-08-02,2021-08-13,5.0,2023-12-01 10:33:19.063937
4046,5475,2025-05-28,德宏,因連續3個營業日達本中心作業要點第四條第一項第一款,第一次處置,德宏工業股份有限公司股票(代號：5475)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自114年05月29日起10個營業日(114年05月29日至114年06月12日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2025-05-29,2025-06-12,5.0,2025-05-28 10:33:16.929864
4047,5475,2025-08-14,德宏,連續5個營業日,第一次處置,德宏工業股份有限公司股票(代號：5475)因連續5個營業日經本中心公布注意交易資訊，爰自114年08月15日起10個營業日(114年08月15日至114年08月28日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2025-08-15,2025-08-28,5.0,2025-08-14 10:33:16.902091
4048,5475,2025-08-19,德宏,因連續3個營業日達本中心作業要點第四條第一項第一款,第二次處置,德宏工業股份有限公司股票(代號：5475)最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自114年08月20日起10個營業日(114年08月20日至114年09月02日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2025-08-20,2025-09-02,20.0,2025-08-19 10:33:17.506415
4049,5475,2025-09-12,德宏,最近10個營業日內有6個營業日,第二次處置,德宏工業股份有限公司股票(代號：5475)最近30個營業日內曾發布處置，又因最近10個營業日內有6個營業日經本中心公布注意交易資訊，爰自114年09月15日起10個營業日(114年09月15日至114年09月26日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2025-09-15,2025-09-26,20.0,2025-09-12 10:33:17.615790
4058,5478,2023-12-01,智冠,因連續3個營業日達本中心作業要點第四條第一項第一款,第一次處置,智冠科技股份有限公司股票(代號：5478)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自112年12月04日起10個營業日(112年12月04日至112年12月15日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。,2023-12-04,2023-12-15,5.0,2023-12-12 12:33:18.528372
4059,5478,2023-12-06,智冠,因連續3個營業日達本中心作業要點第四條第一項第一款,第二次處置,智冠科技股份有限公司股票(代號：5478)最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自112年12月07日起10個營業日(112年12月07日至112年12月20日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。,2023-12-07,2023-12-20,20.0,2023-12-12 12:33:18.528372
4065,5481,2018-04-27,華韡,因連續3個營業日達本中心作業要點第四條第一項第一款,第一次處置,因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自107年04月30日起10個營業日(107年04月30日至107年05月14日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。,2018-04-30,2018-05-14,5.0,2023-12-01 10:33:19.063937
4066,5481,2018-05-03,華韡,因連續3個營業日達本中心作業要點第四條第一項第一款,第二次處置,最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自107年05月04日起10個營業日(107年05月04日至107年05月17日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。,2018-05-04,2018-05-17,20.0,2023-12-01 10:33:19.063937
4072,5484,2024-06-11,慧友,連續三次,第一次處置,１處置原因：該有價證券之交易，連續三個營業日達本公司「公布注意交易資訊」標準。２處置期間：自民國一百十三年六月十二日起至一百十三年六月二十五日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。３處置措施：ａ以人工管制之撮合終端機執行撮合作業（約每五分鐘撮合一次）。ｂ投資人每日委託買賣該有價證券數量單筆達十交易單位或多筆累積達三十交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。,2024-06-12,2024-06-25,5.0,2024-06-11 10:33:17.506600
4073,5484,2024-06-14,慧友,連續三次,第二次處置,１處置原因：該有價證券之交易，連續三個營業日達本公司「公布注意交易資訊」標準，且該股票於最近三十個營業日內曾發布處置交易資訊。２處置期間：自民國一百十三年六月十七日起至一百十三年六月二十八日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。３處置措施：ａ以人工管制之撮合終端機執行撮合作業（約每二十分鐘撮合一次）。ｂ所有投資人每日委託買賣該有價證券時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。,2024-06-17,2024-06-28,20.0,2024-06-14 10:33:17.852847
4074,5484,2024-07-05,慧友,連續三次,第二次處置,１處置原因：該有價證券之交易，連續三個營業日達本公司「公布注意交易資訊」標準，且該股票於最近三十個營業日內曾發布處置交易資訊。２處置期間：自民國一百十三年七月八日起至一百十三年七月十九日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。３處置措施：ａ以人工管制之撮合終端機執行撮合作業（約每二十分鐘撮合一次）。ｂ所有投資人每日委託買賣該有價證券時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。,2024-07-08,2024-07-19,20.0,2024-08-28 10:33:17.223902
4075,5484,2024-07-16,慧友,連續三次,第二次處置,１處置原因：該有價證券之交易，連續三個營業日達本公司「公布注意交易資訊」標準，且該股票於最近三十個營業日內曾發布處置交易資訊。２處置期間：自民國一百十三年七月十七日起至一百十三年七月三十日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。３處置措施：ａ以人工管制之撮合終端機執行撮合作業（約每二十分鐘撮合一次）。ｂ所有投資人每日委託買賣該有價證券時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。,2024-07-17,2024-07-30,20.0,2024-08-28 10:33:17.223902
4076,5487,2019-09-18,通泰,因連續3個營業日達本中心作業要點第四條第一項第一款,第一次處置,因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自108年09月19日起10個營業日(108年09月19日至108年10月02日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。,2019-09-19,2019-10-02,5.0,2023-12-01 10:33:19.063937
4080,5493,2024-03-25,三聯,因連續3個營業日達本中心作業要點第四條第一項第一款,第一次處置,三聯科技股份有限公司股票(代號：5493)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自113年03月26日起10個營業日(113年03月26日至113年04月10日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。,2024-03-26,2024-04-10,5.0,2024-03-25 10:33:17.584439
4081,5498,2019-08-28,凱崴,因連續3個營業日達本中心作業要點第四條第一項第一款,第一次處置,因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自108年08月29日起10個營業日(108年08月29日至108年09月11日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。,2019-08-29,2019-09-11,5.0,2023-12-01 10:33:19.063937
4099,5511,2023-08-07,德昌,最近10個營業日內有6個營業日,第一次處置,德昌營造股份有限公司股票(代號：5511)因最近10個營業日內有6個營業日經本中心公布注意交易資訊，爰自112年08月08日起10個營業日(112年08月08日至112年08月21日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。,2023-08-08,2023-08-21,5.0,2023-12-01 10:33:19.063937
4121,5529,2021-04-08,志嘉,因連續3個營業日達本中心作業要點第四條第一項第一款,第一次處置,因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自110年04月09日起10個營業日(110年04月09日至110年04月22日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2021-04-09,2021-04-22,5.0,2023-12-01 10:33:19.063937
4127,5531,2020-11-27,鄉林,連續三次,第一次處置,１處置原因：該有價證券之交易，連續三個營業日達本公司「公布注意交易資訊」標準。２處置期間：自民國一百零九年十一月三十日起至一百零九年十二月十一日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。３處置措施：ａ以人工管制之撮合終端機執行撮合作業（約每五分鐘撮合一次）。ｂ投資人每日委託買賣該有價證券數量單筆達十交易單位或多筆累積達三十交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。ｃ信用交易部分，應收足融資自備款或融券保證金。有關信用交易了結部分，則依相關規定辦理。,2020-11-30,2020-12-11,5.0,2023-12-01 10:33:19.063937
4128,5531,2020-12-02,鄉林,連續三次,第二次處置,１處置原因：該有價證券之交易，連續三個營業日達本公司「公布注意交易資訊」標準，且該股票於最近三十個營業日內曾發布處置交易資訊。２處置期間：自民國一百零九年十二月三日起至一百零九年十二月十六日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。３處置措施：ａ以人工管制之撮合終端機執行撮合作業（約每二十分鐘撮合一次）。ｂ所有投資人每日委託買賣該有價證券時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。ｃ信用交易部分，應收足融資自備款或融券保證金。有關信用交易了結部分，則依相關規定辦理。,2020-12-03,2020-12-16,20.0,2023-12-01 10:33:19.063937
4133,5543,2020-06-24,崇佑-KY,因連續3個營業日達本中心作業要點第四條第一項第一款,第一次處置,因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自109年06月29日起10個營業日(109年06月29日至109年07月10日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2020-06-29,2020-07-10,5.0,2023-12-01 10:33:19.063937
4134,5543,2020-08-27,崇佑-KY,最近10個營業日內有6個營業日,第一次處置,因最近10個營業日內有6個營業日經本中心公布注意交易資訊，爰自109年08月28日起10個營業日(109年08月28日至109年09月10日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2020-08-28,2020-09-10,5.0,2023-12-01 10:33:19.063937
4135,5543,2024-10-14,桓鼎-KY,因連續3個營業日達本中心作業要點第四條第一項第一款,收足全部款券,桓鼎股份有限公司股票(代號：5543)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自113年10月15日起10個營業日(113年10月15日至113年10月28日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每10分鐘撮合一次)，另依本中心業務規則第12條規定：各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。暫停融資券交易，但信用交易了結或違約專戶委託買賣該有價證券時，不在此限。,2024-10-15,2024-10-28,,2024-10-14 10:33:38.204484
4136,55433,2024-10-14,桓鼎三KY,轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置,收足全部款券,桓鼎股份有限公司股票(代號：5543)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自113年10月15日起10個營業日(113年10月15日至113年10月28日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)對桓鼎股份有限公司國內第三次無擔保轉換公司債（代號：55433）改以人工管制之撮合終端機執行撮合作業(約每10分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2024-10-15,2024-10-28,,2024-10-14 10:33:38.204484
4137,55434,2024-10-14,桓鼎四KY,轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置,收足全部款券,桓鼎股份有限公司股票(代號：5543)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自113年10月15日起10個營業日(113年10月15日至113年10月28日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)對桓鼎股份有限公司國內第四次無擔保轉換公司債（代號：55434）改以人工管制之撮合終端機執行撮合作業(約每10分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2024-10-15,2024-10-28,,2024-10-14 10:33:38.204484
4140,5603,2020-10-13,陸海,因連續3個營業日達本中心作業要點第四條第一項第一款,第一次處置,因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自109年10月14日起10個營業日(109年10月14日至109年10月27日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。,2020-10-14,2020-10-27,5.0,2023-12-01 10:33:19.063937
4141,5603,2020-10-27,陸海,因連續3個營業日達本中心作業要點第四條第一項第一款,第二次處置,最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自109年10月28日起10個營業日(109年10月28日至109年11月10日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。,2020-10-28,2020-11-10,20.0,2023-12-01 10:33:19.063937
4142,5603,2021-05-31,陸海,因連續3個營業日達本中心作業要點第四條第一項第一款,第一次處置,因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自110年06月01日起10個營業日(110年06月01日至110年06月15日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。,2021-06-01,2021-06-15,5.0,2023-12-01 10:33:19.063937
4143,5603,2022-03-30,陸海,因連續3個營業日達本中心作業要點第四條第一項第一款,第一次處置,陸海股份有限公司股票(代號：5603)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自111年03月31日起10個營業日(111年03月31日至111年04月15日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。,2022-03-31,2022-04-15,5.0,2023-12-01 10:33:19.063937
4150,5608,2020-12-23,四維航,連續三次,第一次處置,１處置原因：該有價證券之交易，連續三個營業日達本公司「公布注意交易資訊」標準。２處置期間：自民國一百零九年十二月二十四日起至一百十年一月七日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。３處置措施：ａ以人工管制之撮合終端機執行撮合作業（約每五分鐘撮合一次）。ｂ投資人每日委託買賣該有價證券數量單筆達十交易單位或多筆累積達三十交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。ｃ信用交易部分，應收足融資自備款或融券保證金。有關信用交易了結部分，則依相關規定辦理。,2020-12-24,2021-01-07,5.0,2023-12-01 10:33:19.063937
4151,5608,2020-12-28,四維航,連續三次,第二次處置,１處置原因：該有價證券之交易，連續三個營業日達本公司「公布注意交易資訊」標準，且該股票於最近三十個營業日內曾發布處置交易資訊。２處置期間：自民國一百零九年十二月二十九日起至一百十年一月十二日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。３處置措施：ａ以人工管制之撮合終端機執行撮合作業（約每二十分鐘撮合一次）。ｂ所有投資人每日委託買賣該有價證券時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。ｃ信用交易部分，應收足融資自備款或融券保證金。有關信用交易了結部分，則依相關規定辦理。,2020-12-29,2021-01-12,20.0,2023-12-01 10:33:19.063937
4152,5608,2021-03-23,四維航,連續三次,第一次處置,１處置原因：該有價證券之交易，連續三個營業日達本公司「公布注意交易資訊」標準。２處置期間：自民國一百十年三月二十四日起至一百十年四月八日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。３處置措施：ａ以人工管制之撮合終端機執行撮合作業（約每五分鐘撮合一次）。ｂ投資人每日委託買賣該有價證券數量單筆達十交易單位或多筆累積達三十交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。ｃ信用交易部分，應收足融資自備款或融券保證金。有關信用交易了結部分，則依相關規定辦理。,2021-03-24,2021-04-08,5.0,2023-12-01 10:33:19.063937
4153,5608,2021-04-21,四維航,連續三次,第二次處置,１處置原因：該有價證券之交易，連續三個營業日達本公司「公布注意交易資訊」標準，且該股票於最近三十個營業日內曾發布處置交易資訊。２處置期間：自民國一百十年四月二十二日起至一百十年五月六日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。３處置措施：ａ以人工管制之撮合終端機執行撮合作業（約每二十分鐘撮合一次）。ｂ所有投資人每日委託買賣該有價證券時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。ｃ信用交易部分，應收足融資自備款或融券保證金。有關信用交易了結部分，則依相關規定辦理。,2021-04-22,2021-05-06,20.0,2023-12-01 10:33:19.063937
4154,5608,2021-06-17,四維航,最近十個營業日已有六次,第一次處置,１處置原因：該有價證券之交易，最近十個營業日內已有六個營業日達本公司「公布注意交易資訊」標準。２處置期間：自民國一百十年六月十八日起至一百十年七月一日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。３處置措施：ａ以人工管制之撮合終端機執行撮合作業（約每五分鐘撮合一次）。ｂ投資人每日委託買賣該有價證券數量單筆達十交易單位或多筆累積達三十交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。ｃ信用交易部分，應收足融資自備款或融券保證金。有關信用交易了結部分，則依相關規定辦理。,2021-06-18,2021-07-01,5.0,2023-12-01 10:33:19.063937
4155,5608,2021-06-22,四維航,連續三次,第二次處置,１處置原因：該有價證券之交易，連續三個營業日達本公司「公布注意交易資訊」標準，且該股票於最近三十個營業日內曾發布處置交易資訊。２處置期間：自民國一百十年六月二十三日起至一百十年七月六日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。３處置措施：ａ以人工管制之撮合終端機執行撮合作業（約每二十分鐘撮合一次）。ｂ所有投資人每日委託買賣該有價證券時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。ｃ信用交易部分，應收足融資自備款或融券保證金。有關信用交易了結部分，則依相關規定辦理。,2021-06-23,2021-07-06,20.0,2023-12-01 10:33:19.063937
4157,5701,2020-06-05,劍湖山,連續5個營業日,第二次處置,因連續5個營業日經本中心公布注意交易資訊，爰自109年06月08日起10個營業日(109年06月08日至109年06月19日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每45分鐘撮合一次)，另依本中心業務規則第12條規定：各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2020-06-08,2020-06-19,45.0,2023-12-01 10:33:19.063937
4158,5701,2020-06-18,劍湖山,最近10個營業日內有6個營業日,第二次處置,最近30個營業日內曾發布處置，又因最近10個營業日內有6個營業日經本中心公布注意交易資訊，爰自109年06月19日起10個營業日(109年06月19日至109年07月06日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每60分鐘撮合一次)，另依本中心業務規則第12條規定：各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2020-06-19,2020-07-06,60.0,2023-12-01 10:33:19.063937
4159,5701,2020-07-03,劍湖山,最近10個營業日內有6個營業日,第二次處置,最近30個營業日內曾發布處置，又因最近10個營業日內有6個營業日經本中心公布注意交易資訊，爰自109年07月06日起10個營業日(109年07月06日至109年07月17日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每60分鐘撮合一次)，另依本中心業務規則第12條規定：各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2020-07-06,2020-07-17,60.0,2023-12-01 10:33:19.063937
4160,5701,2023-02-24,劍湖山,連續5個營業日,第二次處置,劍湖山世界股份有限公司股票(代號：5701)因連續5個營業日經本中心公布注意交易資訊，爰自112年03月01日起10個營業日(112年03月01日至112年03月14日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每45分鐘撮合一次)，另依本中心業務規則第12條規定：各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。,2023-03-01,2023-03-14,45.0,2023-12-01 10:33:19.063937
